model,memory,gpu,n_gpus,batch_size,policy,prefetch_depth,prefetch_width,trace_source,label,feasible,hbm_slots,total_slots,resident_frac,hit_rate,expert_hit_rate,prefetch_coverage,bytes_per_token,bytes_per_batch,compute_s,stall_s,overhead,throughput_tok_s,baseline_tok_s,slowdown,n_batches,gpus
Qwen3-235B-A22B,hbm_cxl_local_pessimistic,H100-SXM,1,8192,static_popularity,0,0.0,synthetic,static_popularity,True,1513,16076,0.12574800531914893,0.3588275909423828,0.12574800531914898,0.0,48471552.0,397078953984.0,2.3513317419072193,87.41287524754509,37.17590065646904,365.04527917068754,13935.932312733175,38.17590065646905,4,1
Qwen3-235B-A22B,hbm_cxl_local_pessimistic,H100-SXM,1,32,balanced_static,0,0.0,synthetic,balanced_static,True,1513,16076,0.12574800531914893,0.35820956940346577,0.1487712482844612,0.0,7747430400.0,247917772800.0,2.3513317419072193,14105.614440869207,5998.9895043171655,2.3226594484383463,13935.932312733175,5999.989504317166,1024,1
Qwen3-235B-A22B,hbm_cxl_local_pessimistic,H100-SXM,1,128,balanced_static,0,0.0,synthetic,balanced_static,True,1513,16076,0.12574800531914893,0.35820956940346577,0.12798171875160114,0.0,2940954624.0,376442191872.0,2.3513317419072193,5354.023401893206,2277.0174478019144,6.11757048927791,13935.932312733175,2278.017447801915,256,1
Qwen3-235B-A22B,hbm_cxl_local_pessimistic,H100-SXM,1,512,balanced_static,0,0.0,synthetic,balanced_static,True,1513,16076,0.12574800531914893,0.35820956940346577,0.12575393135263468,0.0,775454976.0,397032947712.0,2.3513317419072193,1411.0996886452067,600.1278609459979,23.182975233924658,13935.932312733175,601.1278609459979,64,1
Qwen3-235B-A22B,hbm_cxl_local_pessimistic,H100-SXM,1,2048,balanced_static,0,0.0,synthetic,balanced_static,True,1513,16076,0.12574800531914893,0.35820956940346577,0.12574800531914898,0.0,193886208.0,397078953984.0,2.3513317419072193,352.1841222772067,149.78070342024222,92.42517110357429,13935.932312733175,150.78070342024222,16,1
Qwen3-235B-A22B,hbm_cxl_local_pessimistic,H100-SXM,1,8192,balanced_static,0,0.0,synthetic,balanced_static,True,1513,16076,0.12574800531914893,0.35820956940346577,0.12574800531914898,0.0,48471552.0,397078953984.0,2.3513317419072193,87.41432842120672,37.17651867800796,365.03936962594594,13935.932312733175,38.17651867800796,4,1
Qwen3-235B-A22B,hbm_cxl_pooled,H100-SXM,1,32,static_popularity,0,0.0,synthetic,static_popularity,True,1513,59767,0.12574800531914893,0.3588275909423828,0.14890845341841397,0.0,7746181632.0,247877812224.0,2.3513317419072193,6348.862739829945,2700.11356827099,5.159328536361285,13935.932312733175,2701.1135682709905,1024,1
Qwen3-235B-A22B,hbm_cxl_pooled,H100-SXM,1,128,static_popularity,0,0.0,synthetic,static_popularity,True,1513,59767,0.12574800531914893,0.3588275909423828,0.12799811449007548,0.0,2940899328.0,376435113984.0,2.3513317419072193,2409.872725193145,1024.8969476499483,13.584144435419772,13935.932312733175,1025.8969476499485,256,1
Qwen3-235B-A22B,hbm_cxl_pooled,H100-SXM,1,512,static_popularity,0,0.0,synthetic,static_popularity,True,1513,59767,0.12574800531914893,0.3588275909423828,0.12575393135263468,0.0,775454976.0,397032947712.0,2.3513317419072193,634.812876434745,269.9801415175188,51.42787303412867,13935.932312733175,270.98014151751875,64,1
Qwen3-235B-A22B,hbm_cxl_pooled,H100-SXM,1,2048,static_popularity,0,0.0,synthetic,static_popularity,True,1513,59767,0.12574800531914893,0.3588275909423828,0.12574800531914898,0.0,193886208.0,397078953984.0,2.3513317419072193,158.08884128914508,67.23374608166331,204.23812428610344,13935.932312733175,68.23374608166331,16,1
Qwen3-235B-A22B,hbm_cxl_pooled,H100-SXM,1,8192,static_popularity,0,0.0,synthetic,static_popularity,True,1513,59767,0.12574800531914893,0.3588275909423828,0.12574800531914898,0.0,48471552.0,397078953984.0,2.3513317419072193,38.88941829394508,16.53931582720904,794.5539295845351,13935.932312733175,17.53931582720904,4,1
Qwen3-235B-A22B,hbm_cxl_pooled,H100-SXM,1,32,balanced_static,0,0.0,synthetic,balanced_static,True,1513,59767,0.12574800531914893,0.35820956940346577,0.1487712482844612,0.0,7747430400.0,247917772800.0,2.3513317419072193,6349.887834149206,2700.54953155979,5.158495948318595,13935.932312733175,2701.5495315597905,1024,1
Qwen3-235B-A22B,hbm_cxl_pooled,H100-SXM,1,128,balanced_static,0,0.0,synthetic,balanced_static,True,1513,59767,0.12574800531914893,0.35820956940346577,0.12798171875160114,0.0,2940954624.0,376442191872.0,2.3513317419072193,2409.9195056500066,1024.9168429526944,13.583881002113316,13935.932312733175,1025.9168429526944,256,1
Qwen3-235B-A22B,hbm_cxl_pooled,H100-SXM,1,512,balanced_static,0,0.0,synthetic,balanced_static,True,1513,59767,0.12574800531914893,0.35820956940346577,0.12575393135263468,0.0,775454976.0,397032947712.0,2.3513317419072193,634.8143296084068,269.9807595390578,51.42775574339079,13935.932312733175,270.9807595390577,64,1
Qwen3-235B-A22B,hbm_cxl_pooled,H100-SXM,1,2048,balanced_static,0,0.0,synthetic,balanced_static,True,1513,59767,0.12574800531914893,0.35820956940346577,0.12574800531914898,0.0,193886208.0,397078953984.0,2.3513317419072193,158.09029446280672,67.23436410320224,204.23627443285812,13935.932312733175,68.23436410320224,16,1
Qwen3-235B-A22B,hbm_cxl_pooled,H100-SXM,1,8192,balanced_static,0,0.0,synthetic,balanced_static,True,1513,59767,0.12574800531914893,0.35820956940346577,0.12574800531914898,0.0,48471552.0,397078953984.0,2.3513317419072193,38.890871467606715,16.539933848747957,794.5259333875969,13935.932312733175,17.539933848747957,4,1
DeepSeek-V3,hbm_cxl_local,H100-SXM,3,32,static_popularity,0,0.0,synthetic,static_popularity,True,2398,21122,0.1615032327586207,0.4439735412597656,0.20709309992564662,0.0,13369310976.0,427817951232.0,1.2694689989552275,2809.1694106040914,2212.869643068115,11.6593889437753,25812.367239348147,2213.869643068115,1024,3
DeepSeek-V3,hbm_cxl_local,H100-SXM,3,128,static_popularity,0,0.0,synthetic,static_popularity,True,2398,21122,0.1615032327586207,0.4439735412597656,0.17103597618322453,0.0,6657603456.0,852173242368.0,1.2694689989552275,1398.6175667748605,1101.7343219298166,23.407603015543913,25812.367239348147,1102.7343219298166,256,3
DeepSeek-V3,hbm_cxl_local,H100-SXM,3,512,static_popularity,0,0.0,synthetic,static_popularity,True,2398,21122,0.1615032327586207,0.4439735412597656,0.1618662137255611,0.0,2119563264.0,1085216391168.0,1.2694689989552275,444.88992874501434,350.45355901653255,73.44460335407763,25812.367239348147,351.45355901653255,64,3
DeepSeek-V3,hbm_cxl_local,H100-SXM,3,2048,static_popularity,0,0.0,synthetic,static_popularity,True,2398,21122,0.1615032327586207,0.4439735412597656,0.16150391258045094,0.0,535446912.0,1096595275776.0,1.2694689989552275,111.96745938901435,88.20023134173701,289.37556384195693,25812.367239348147,89.20023134173701,16,3
DeepSeek-V3,hbm_cxl_local,H100-SXM,3,8192,static_popularity,0,0.0,synthetic,static_popularity,True,2398,21122,0.1615032327586207,0.4439735412597656,0.16150323275862066,0.0,133862400.0,1096600780800.0,1.2694689989552275,27.569298091475897,21.71718893030505,1136.2482972052096,25812.367239348147,22.717188930305046,4,3
DeepSeek-V3,hbm_cxl_local,H100-SXM,3,32,balanced_static,0,0.0,synthetic,balanced_static,True,2398,21122,0.1615032327586207,0.44329130238500136,0.2068544483881376,0.0,13373334912.0,427946717184.0,1.2694689989552275,2810.015958700885,2213.536495190924,11.655878011223633,25812.367239348147,2214.5364951909246,1024,3
DeepSeek-V3,hbm_cxl_local,H100-SXM,3,128,balanced_static,0,0.0,synthetic,balanced_static,True,2398,21122,0.1615032327586207,0.44329130238500136,0.170958327336745,0.0,6658227072.0,852253065216.0,1.2694689989552275,1398.7494937962695,1101.8382449255869,23.40539726303182,25812.367239348147,1102.8382449255869,256,3
DeepSeek-V3,hbm_cxl_local,H100-SXM,3,512,balanced_static,0,0.0,synthetic,balanced_static,True,2398,21122,0.1615032327586207,0.44329130238500136,0.16186515081620811,0.0,2119565952.0,1085217767424.0,1.2694689989552275,444.8913597439619,350.4546862586698,73.44436779070377,25812.367239348147,351.4546862586698,64,3
DeepSeek-V3,hbm_cxl_local,H100-SXM,3,2048,balanced_static,0,0.0,synthetic,balanced_static,True,2398,21122,0.1615032327586207,0.44329130238500136,0.16150391258045094,0.0,535446912.0,1096595275776.0,1.2694689989552275,111.96832547011574,88.20091358061177,289.37335059938874,25812.367239348147,89.20091358061177,16,3
DeepSeek-V3,hbm_cxl_local,H100-SXM,3,8192,balanced_static,0,0.0,synthetic,balanced_static,True,2398,21122,0.1615032327586207,0.44329130238500136,0.16150323275862066,0.0,133862400.0,1096600780800.0,1.2694689989552275,27.570164172577293,21.717871169179812,1136.2141746083357,25812.367239348147,22.717871169179812,4,3
DeepSeek-V3,hbm_cxl_local,H100-SXM,3,512,lru,0,0.0,synthetic,lru,True,2398,21122,0.1615032327586207,0.0,0.0,0.0,2528908032.0,1294800912384.0,1.2694689989553263,531.4826185113797,418.6652993879711,61.5070325733155,25812.36723934614,419.66529938797106,64,3
DeepSeek-V3,hbm_cxl_local,H100-SXM,3,2048,lru,0,0.0,synthetic,lru,True,2398,21122,0.1615032327586207,0.0,0.0,0.0,638580096.0,1307812036608.0,1.269468998955213,134.20583795723283,105.7180900578791,241.8743366316711,25812.36723934844,106.7180900578791,16,3
DeepSeek-V3,hbm_cxl_local,H100-SXM,3,8192,lru,0,0.0,synthetic,lru,True,2398,21122,0.1615032327586207,0.0,0.0,0.0,159645696.0,1307817541632.0,1.2694689989552297,33.55160071876904,26.42963376528449,941.0394415114928,25812.367239348103,27.429633765284493,4,3
DeepSeek-V3,hbm_cxl_local,H100-SXM,3,512,lfu,0,0.0,synthetic,lfu,True,2398,21122,0.1615032327586207,0.23674090155239763,0.0709290040326781,0.0,2349535104.0,1202961973248.0,1.2694689989553263,493.4845504843879,388.7330457777914,66.23089193740888,25812.36723934614,389.7330457777915,64,3
DeepSeek-V3,hbm_cxl_local,H100-SXM,3,2048,lfu,0,0.0,synthetic,lfu,True,2398,21122,0.1615032327586207,0.18094023342790275,0.06565726721303888,0.0,596652672.0,1221944672256.0,1.269468998955213,125.16455137592273,98.59598893626747,259.1707509010834,25812.36723934844,99.59598893626749,16,3
DeepSeek-V3,hbm_cxl_local,H100-SXM,3,8192,lfu,0,0.0,synthetic,lfu,True,2398,21122,0.1615032327586207,0.08141491330903151,0.04855872844827591,0.0,151893504.0,1244311584768.0,1.2694689989552297,31.819023941963096,25.064829442979768,990.3140665399724,25812.367239348103,26.064829442979775,4,3
DeepSeek-V3,hbm_cxl_local_pessimistic,H100-SXM,3,32,static_popularity,0,0.0,synthetic,static_popularity,True,2398,21122,0.1615032327586207,0.4439735412597656,0.20709309992564662,0.0,13369310976.0,427817951232.0,1.2694689989552275,8114.121834256125,6391.744769611581,4.037759705666536,25812.367239348147,6392.744769611581,1024,3
DeepSeek-V3,hbm_cxl_local_pessimistic,H100-SXM,3,128,static_popularity,0,0.0,synthetic,static_popularity,True,2398,21122,0.1615032327586207,0.4439735412597656,0.17103597618322453,0.0,6657603456.0,852173242368.0,1.2694689989552275,4040.3595124161257,3182.7161716759842,8.107621988727688,25812.367239348147,3183.7161716759842,256,3
DeepSeek-V3,hbm_cxl_local_pessimistic,H100-SXM,3,512,static_popularity,0,0.0,synthetic,static_popularity,True,2398,21122,0.1615032327586207,0.4439735412597656,0.1618662137255611,0.0,2119563264.0,1085216391168.0,1.2694689989552275,1285.9341900854588,1012.9701403845089,25.456733104152164,25812.367239348147,1013.970140384509,64,3
DeepSeek-V3,hbm_cxl_local_pessimistic,H100-SXM,3,2048,static_popularity,0,0.0,synthetic,static_popularity,True,2398,21122,0.1615032327586207,0.4439735412597656,0.16150391258045094,0.0,535446912.0,1096595275776.0,1.2694689989552275,324.4331877014588,255.56605790961984,100.60710075859306,25812.367239348147,256.5660579096199,16,3
DeepSeek-V3,hbm_cxl_local_pessimistic,H100-SXM,3,8192,static_popularity,0,0.0,synthetic,static_popularity,True,2398,21122,0.1615032327586207,0.4439735412597656,0.16150323275862066,0.0,133862400.0,1096600780800.0,1.2694689989552275,80.68599681968102,63.55885562080332,399.82690199716643,25812.367239348147,64.55885562080331,4,3
DeepSeek-V3,hbm_cxl_local_pessimistic,H100-SXM,3,32,balanced_static,0,0.0,synthetic,balanced_static,True,2398,21122,0.1615032327586207,0.44329130238500136,0.2068544483881376,0.0,13373334912.0,427946717184.0,1.2694689989552275,8116.565083115895,6393.669392317437,4.036544449093671,25812.367239348147,6394.669392317437,1024,3
DeepSeek-V3,hbm_cxl_local_pessimistic,H100-SXM,3,128,balanced_static,0,0.0,synthetic,balanced_static,True,2398,21122,0.1615032327586207,0.44329130238500136,0.170958327336745,0.0,6658227072.0,852253065216.0,1.2694689989552275,4040.7388907247823,3183.0150197053326,8.106861016546642,25812.367239348147,3184.0150197053326,256,3
DeepSeek-V3,hbm_cxl_local_pessimistic,H100-SXM,3,512,balanced_static,0,0.0,synthetic,balanced_static,True,2398,21122,0.1615032327586207,0.44329130238500136,0.16186515081620811,0.0,2119565952.0,1085217767424.0,1.2694689989552275,1285.9366876847826,1012.9721078207565,25.45668370979598,25812.367239348147,1013.9721078207566,64,3
DeepSeek-V3,hbm_cxl_local_pessimistic,H100-SXM,3,2048,balanced_static,0,0.0,synthetic,balanced_static,True,2398,21122,0.1615032327586207,0.44329130238500136,0.16150391258045094,0.0,535446912.0,1096595275776.0,1.2694689989552275,324.4340537825602,255.56674014849463,100.60683323336677,25812.367239348147,256.56674014849466,16,3
DeepSeek-V3,hbm_cxl_local_pessimistic,H100-SXM,3,8192,balanced_static,0,0.0,synthetic,balanced_static,True,2398,21122,0.1615032327586207,0.44329130238500136,0.16150323275862066,0.0,133862400.0,1096600780800.0,1.2694689989552275,80.68686290078242,63.55953785967808,399.8226767894781,25812.367239348147,64.55953785967809,4,3
DeepSeek-V3,hbm_cxl_pooled,H100-SXM,1,32,static_popularity,0,0.0,synthetic,static_popularity,True,448,25414,0.03017241379310345,0.14821651064116378,0.0414628749395799,0.0,16162024704.0,517184790528.0,3.8084069968656826,13242.973763520622,3477.300029755114,2.473657343964607,8604.122413116049,3478.3000297551143,1024,1
DeepSeek-V3,hbm_cxl_pooled,H100-SXM,1,128,static_popularity,0,0.0,synthetic,static_popularity,True,448,25414,0.03017241379310345,0.14821651064116378,0.03252315240928971,0.0,7770032256.0,994564128768.0,3.8084069968656826,6366.380337519024,1671.664909438133,5.143960613130977,8604.122413116049,1672.664909438133,256,1
DeepSeek-V3,hbm_cxl_pooled,H100-SXM,1,512,static_popularity,0,0.0,synthetic,static_popularity,True,448,25414,0.03017241379310345,0.14821651064116378,0.030268469644371798,0.0,2452361856.0,1255609270272.0,3.8084069968656826,2008.957765839023,527.506058961764,16.280082824440306,8604.122413116049,528.506058961764,64,1
DeepSeek-V3,hbm_cxl_pooled,H100-SXM,1,2048,static_popularity,0,0.0,synthetic,static_popularity,True,448,25414,0.03017241379310345,0.14821651064116378,0.030172540799016656,0.0,619312512.0,1268352024576.0,3.8084069968656826,506.9145804342231,133.104098603803,64.16002570164584,8604.122413116049,134.104098603803,16,1
DeepSeek-V3,hbm_cxl_pooled,H100-SXM,1,8192,static_popularity,0,0.0,synthetic,static_popularity,True,448,25414,0.03017241379310345,0.14821651064116378,0.030172413793103425,0.0,154828800.0,1268357529600.0,3.8084069968656826,126.30584416382317,33.16500685661297,251.84020741534368,8604.122413116049,34.16500685661297,4,1
DeepSeek-V3,hbm_cxl_pooled,H100-SXM,1,32,balanced_static,0,0.0,synthetic,balanced_static,True,448,25414,0.03017241379310345,0.14718726585651265,0.040600732311090626,0.0,16176561408.0,517649965056.0,3.8084069968656826,13254.889396020462,3480.428800527158,2.4714342605005197,8604.122413116049,3481.4288005271583,1024,1
DeepSeek-V3,hbm_cxl_pooled,H100-SXM,1,128,balanced_static,0,0.0,synthetic,balanced_static,True,448,25414,0.03017241379310345,0.14718726585651265,0.03225439368634553,0.0,7772190720.0,994840412160.0,3.8084069968656826,6368.152952810862,1672.130357404513,5.142529615243738,8604.122413116049,1673.130357404513,256,1
DeepSeek-V3,hbm_cxl_pooled,H100-SXM,1,512,balanced_static,0,0.0,synthetic,balanced_static,True,448,25414,0.03017241379310345,0.14718726585651265,0.030246148547959484,0.0,2452418304.0,1255638171648.0,3.8084069968656826,2009.0079404236626,527.5192336525679,16.279677001825313,8604.122413116049,528.5192336525679,64,1
DeepSeek-V3,hbm_cxl_pooled,H100-SXM,1,2048,balanced_static,0,0.0,synthetic,balanced_static,True,448,25414,0.03017241379310345,0.14718726585651265,0.030172540799016656,0.0,619312512.0,1268352024576.0,3.8084069968656826,506.9185002172625,133.10512784858767,64.159533279224,8604.122413116049,134.10512784858767,16,1
DeepSeek-V3,hbm_cxl_pooled,H100-SXM,1,8192,balanced_static,0,0.0,synthetic,balanced_static,True,448,25414,0.03017241379310345,0.14718726585651265,0.030172413793103425,0.0,154828800.0,1268357529600.0,3.8084069968656826,126.30976394686249,33.16603610139761,251.8326207810828,8604.122413116049,34.16603610139761,4,1
